Neighborhood,Latitude,Longitude,Venue Name,Venue Latitude,Venue Longitude,Category
Bay Ridge,40.62580106501069,-74.03062069353821,Pilo Arts Day Spa and Salon,40.62474788273414,-74.03059056940135,Spa
Bay Ridge,40.62580106501069,-74.03062069353821,Bagel Boy,40.627896,-74.029335,Bagel Shop
Bay Ridge,40.62580106501069,-74.03062069353821,Pegasus Cafe,40.623168349068536,-74.0311862390966,Breakfast Spot
Bay Ridge,40.62580106501069,-74.03062069353821,Leo's Casa Calamari,40.6242,-74.030931,Pizza Place
Bay Ridge,40.62580106501069,-74.03062069353821,Georgian Dream Cafe and Bakery,40.625586,-74.030196,Caucasian Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,Ho' Brah Taco Joint,40.62295987421396,-74.03137094766794,Taco Place
Bay Ridge,40.62580106501069,-74.03062069353821,The Bookmark Shoppe,40.62457650083076,-74.0305618421461,Bookstore
Bay Ridge,40.62580106501069,-74.03062069353821,Cocoa Grinder,40.623966776558476,-74.0308626813129,Juice Bar
Bay Ridge,40.62580106501069,-74.03062069353821,Mimi Nails,40.62257064456921,-74.03147660099737,Spa
Bay Ridge,40.62580106501069,-74.03062069353821,A.L.C. Italian Grocery,40.62305051681447,-74.03122367666245,Grocery Store
Bay Ridge,40.62580106501069,-74.03062069353821,Brooklyn Market,40.626939,-74.02994799999999,Grocery Store
Bay Ridge,40.62580106501069,-74.03062069353821,Karam,40.62293134278153,-74.02831552630435,Middle Eastern Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,RED OAK Restaurant & Bar & Hookah Lounge,40.625446614320815,-74.03024585189742,Hookah Bar
Bay Ridge,40.62580106501069,-74.03062069353821,Tuscany Grill,40.62291326029698,-74.03138652017468,Italian Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,Elia Restaurant,40.62309044402409,-74.03115569866006,Greek Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,The Kettle Black,40.62283909856897,-74.03141082168587,Bar
Bay Ridge,40.62580106501069,-74.03062069353821,Windy City Ale House,40.62811715828623,-74.0291280171792,Sports Bar
Bay Ridge,40.62580106501069,-74.03062069353821,Sofia Ristorante Italiano,40.62484745920055,-74.03052232818622,Italian Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,Verrazano Vision,40.624434,-74.03041,Optical Shop
Bay Ridge,40.62580106501069,-74.03062069353821,Nonno's Pizza,40.62164967557811,-74.03185368050534,Pizza Place
Bay Ridge,40.62580106501069,-74.03062069353821,Zio Toto,40.62479085034183,-74.03055087900958,Italian Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,Coffee Rx,40.62211486513489,-74.03190841796363,Café
Bay Ridge,40.62580106501069,-74.03062069353821,HoM Bay Ridge,40.62184719696941,-74.03177563511296,Tea Room
Bay Ridge,40.62580106501069,-74.03062069353821,XIN,40.62508203621133,-74.0304936920825,Chinese Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,Latoue Nail Spa,40.6262390783683,-74.03001544766258,Spa
Bay Ridge,40.62580106501069,-74.03062069353821,Greenhouse Cafe,40.62954152835763,-74.02851357046862,American Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,Peppino's,40.6298508137169,-74.02848135082027,Pizza Place
Bay Ridge,40.62580106501069,-74.03062069353821,Skin Institute of New York,40.627033,-74.02649224000001,Spa
Bay Ridge,40.62580106501069,-74.03062069353821,Lamoza Hookah Lounge,40.62986503444392,-74.02849452703252,Hookah Bar
Bay Ridge,40.62580106501069,-74.03062069353821,Pink & White Nails,40.622532797931896,-74.03146307176664,Spa
Bay Ridge,40.62580106501069,-74.03062069353821,Blue Door Souvlakia,40.624567,-74.030311,Greek Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,Chadwick's Restaurant,40.621449623364306,-74.03196395076446,American Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,Off Shore Restaurant,40.62883,-74.029172,Diner
Bay Ridge,40.62580106501069,-74.03062069353821,Cebu' Bar & Bistro,40.62181234249646,-74.03172698590136,New American Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,Top Thai,40.62323607887372,-74.02817264059682,Thai Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,SEPHORA,40.62246980640779,-74.02725085809355,Cosmetics Shop
Bay Ridge,40.62580106501069,-74.03062069353821,Carvel Ice Cream,40.623094645120126,-74.03124488518532,Ice Cream Shop
Bay Ridge,40.62580106501069,-74.03062069353821,DII (Deals and Discounts Store #29),40.621941586790875,-74.02866517672703,Department Store
Bay Ridge,40.62580106501069,-74.03062069353821,Inaka,40.625140559775616,-74.03041782134507,Sushi Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,The Pearl Room,40.62393563143695,-74.03097905585743,Seafood Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,H & L Bagels,40.621624684758785,-74.03183112853934,Bagel Shop
Bay Ridge,40.62580106501069,-74.03062069353821,Lobo Loco,40.62356257001225,-74.03104678221119,Mexican Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,Omiya,40.622329157515146,-74.02857550374559,Sushi Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,Kaleidoscope Toy Store,40.622179846597675,-74.03164945621701,Toy / Game Store
Bay Ridge,40.62580106501069,-74.03062069353821,GameStop,40.622195328982905,-74.02720246900225,Video Game Store
Bay Ridge,40.62580106501069,-74.03062069353821,Victoria's Secret,40.62224,-74.027033,Lingerie Store
Bay Ridge,40.62580106501069,-74.03062069353821,Pho Hoai Bay Ridge,40.62237907678971,-74.02855610991112,Vietnamese Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,Bombay Grill,40.622371,-74.03179899999999,Indian Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,Gap Factory Store,40.62247628018282,-74.02770231903379,Clothing Store
Bay Ridge,40.62580106501069,-74.03062069353821,Kathy's Dumplings,40.627893600787424,-74.02927534109664,Dim Sum Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,Subway,40.622358,-74.031248,Sandwich Place
Bay Ridge,40.62580106501069,-74.03062069353821,Plaka Taverna,40.62248624337034,-74.02846542169956,Greek Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,Caffe Cafe,40.62494467196551,-74.03034216935802,Café
Bay Ridge,40.62580106501069,-74.03062069353821,86 Noodles,40.622572519884045,-74.02842260569763,Chinese Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,Auntie Anne's,40.622291,-74.028121,Snack Place
Bay Ridge,40.62580106501069,-74.03062069353821,Harp Bar Brooklyn,40.62978871192184,-74.02853333491446,Bar
Bay Ridge,40.62580106501069,-74.03062069353821,The Children's Place,40.622522679371755,-74.02771480654002,Kids Store
Bay Ridge,40.62580106501069,-74.03062069353821,Duane Reade,40.6220933,-74.0276287,Pharmacy
Bay Ridge,40.62580106501069,-74.03062069353821,Walgreens,40.6286858,-74.0285723,Pharmacy
Bay Ridge,40.62580106501069,-74.03062069353821,Cinnabon,40.623156,-74.031459,Sandwich Place
Bay Ridge,40.62580106501069,-74.03062069353821,Dunkin',40.62200023580926,-74.02904085371044,Donut Shop
Bay Ridge,40.62580106501069,-74.03062069353821,Status Q,40.62590607124746,-74.03019217924287,Pool Hall
Bay Ridge,40.62580106501069,-74.03062069353821,Fantastic Bagels,40.62242016164347,-74.0285762805123,Bagel Shop
Bay Ridge,40.62580106501069,-74.03062069353821,Taco Bell,40.62191824000764,-74.02853373126436,Fast Food Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,The Pour House of Bay Ridge,40.62851661943293,-74.0289634772342,Bar
Bay Ridge,40.62580106501069,-74.03062069353821,Mattress Firm,40.623619079589844,-74.02822875976562,Mattress Store
Bay Ridge,40.62580106501069,-74.03062069353821,GNC,40.622087,-74.027755,Supplement Shop
Bay Ridge,40.62580106501069,-74.03062069353821,Key Food Fresh & Natural,40.628204,-74.029461,Supermarket
Bay Ridge,40.62580106501069,-74.03062069353821,Ben's Pizzeria,40.62640416738638,-74.02975174836288,Pizza Place
Bay Ridge,40.62580106501069,-74.03062069353821,Zitelli's Thin Crust Pizza and Bar,40.62355539009036,-74.03096914529038,Italian Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,Cappuccino Cafe,40.62951041286022,-74.02853892492205,American Restaurant
Bay Ridge,40.62580106501069,-74.03062069353821,Best Western Gregory Hotel,40.62435700608523,-74.02735953514821,Hotel
Bay Ridge,40.62580106501069,-74.03062069353821,Fort Hamilton Playground,40.62651334866671,-74.03602782815183,Playground
Bay Ridge,40.62580106501069,-74.03062069353821,Russell Pedersen Playground,40.62653498751833,-74.03607812698527,Playground
Bay Ridge,40.62580106501069,-74.03062069353821,Fort Hamtilton Handball Court,40.62599136462126,-74.03629783558613,Park
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Bar Camillo,40.686523,-73.944379,Italian Restaurant
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Sincerely Tommy,40.686066,-73.944294,Boutique
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Coyote Club,40.688649,-73.941873,Bar
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,The Bush Doctor,40.687399,-73.94448,Juice Bar
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Bed-Vyne Brew,40.684750595596164,-73.94431932234454,Bar
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Bed-Vyne Wine & Spirits,40.68466774354961,-73.94436315673876,Wine Shop
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Warude,40.684409678801586,-73.94411847251774,Japanese Restaurant
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,"S,T Coffee",40.68606948852539,-73.9443130493164,Coffee Shop
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Peace & Riot,40.683611,-73.943974,Gift Shop
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Eugene & Co,40.683899410685,-73.944023425241,New American Restaurant
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Brooklyn Kettle,40.68463612139113,-73.9446114639709,Coffee Shop
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Peaches HotHouse,40.68333096983621,-73.94385322214498,Fried Chicken Joint
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Herbert Von King Park,40.68951409686509,-73.9465069770813,Park
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Lovers Rock,40.683061,-73.943618,Bar
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Bravi Ragazzi,40.685203,-73.938775,Pizza Place
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Bed-Vyne Cocktail,40.682874463261875,-73.94064843780026,Cocktail Bar
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Maya,40.68708,-73.944145,Café
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Zig Zag,40.684021,-73.938337,Tiki Bar
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Herbert Von King Cultural Arts Center,40.68983543567177,-73.94646406173705,Community Center
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Nagle's Bagels,40.68442529594174,-73.94414764364352,Bagel Shop
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Crocus Coffee,40.68655339859347,-73.94457685574372,Coffee Shop
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Family Dollar,40.68752203986423,-73.9391957425028,Discount Store
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Brown Butter,40.68336497667256,-73.94387876229449,Café
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Chicky's General Store,40.68338534618245,-73.94390263895993,Gourmet Shop
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,UnWine Bed Stuy,40.68311233416574,-73.94387807243022,Wine Bar
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,The Meat Market Brooklyn,40.684342,-73.94433599999999,Thrift / Vintage Store
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Olive Leaf Gourmet,40.683043,-73.940791,Deli / Bodega
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,Raymond Bush Playground,40.68653319939892,-73.93893281374044,Playground
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,MTA Bus - B43 - Throop and Jefferson/Putnam,40.690222918881624,-73.94049284315663,Bus Station
Bedford Stuyvesant,40.6872316077205,-73.94178488690304,MTA Bus - Marcus Garvey Bl & Lafayette Ave(B15),40.69082085959389,-73.93965889822844,Bus Stop
Bensonhurst,40.61100890202048,-73.99517998380736,Villa Fiorita,40.611931,-73.997854,Italian Restaurant
Bensonhurst,40.61100890202048,-73.99517998380736,il Colosseo,40.61222053559676,-73.9974361996248,Italian Restaurant
Bensonhurst,40.61100890202048,-73.99517998380736,Coco Nails,40.614735,-73.99462044239044,Cosmetics Shop
Bensonhurst,40.61100890202048,-73.99517998380736,Il Fornaretto Bakery,40.613940136924604,-73.99935895452214,Bakery
Bensonhurst,40.61100890202048,-73.99517998380736,Bagel Town,40.61019916148078,-73.98950989286807,Bagel Shop
Bensonhurst,40.61100890202048,-73.99517998380736,Tenzan,40.6152654172336,-73.99404636075737,Sushi Restaurant
Bensonhurst,40.61100890202048,-73.99517998380736,Hot Spot Nabe,40.61513,-73.994582,Shabu-Shabu Restaurant
Bensonhurst,40.61100890202048,-73.99517998380736,Frank And Sal's Prime Meats,40.61023238969865,-73.99922681436966,Butcher
Bensonhurst,40.61100890202048,-73.99517998380736,Bensonhurst Liquors,40.613263175314586,-73.99610336345997,Liquor Store
Bensonhurst,40.61100890202048,-73.99517998380736,Baskin-Robbins,40.61509744375493,-73.99395033291107,Ice Cream Shop
Bensonhurst,40.61100890202048,-73.99517998380736,Carvel Ice Cream,40.6153902801513,-73.99391964879203,Ice Cream Shop
Bensonhurst,40.61100890202048,-73.99517998380736,Wasabi,40.614718062379666,-73.99475137197847,Sushi Restaurant
Bensonhurst,40.61100890202048,-73.99517998380736,18 Hipot,40.60924053660791,-74.00020677029487,Hotpot Restaurant
Bensonhurst,40.61100890202048,-73.99517998380736,Hand Pull Noodle & Dumpling House,40.61510256970509,-73.99422427946021,Noodle House
Bensonhurst,40.61100890202048,-73.99517998380736,Great Wall Restaurant,40.612788,-73.99699100000001,Chinese Restaurant
Bensonhurst,40.61100890202048,-73.99517998380736,Taste Of China,40.608834,-73.994117,Chinese Restaurant
Bensonhurst,40.61100890202048,-73.99517998380736,Dunkin',40.61257462702729,-74.00052567768839,Donut Shop
Bensonhurst,40.61100890202048,-73.99517998380736,Lounge 18,40.614332723573455,-73.995194976322,Bar
Bensonhurst,40.61100890202048,-73.99517998380736,S.O.G. Desserts,40.61431121826172,-73.99471282958984,Dessert Shop
Bensonhurst,40.61100890202048,-73.99517998380736,Panda Chinese Restaurant,40.611388,-73.99078399999999,Chinese Restaurant
Bensonhurst,40.61100890202048,-73.99517998380736,Lin's Spa Nail House,40.611785,-73.99042299999999,Spa
Bensonhurst,40.61100890202048,-73.99517998380736,Milestone Park,40.60944713568417,-73.99964860547712,Park
Bensonhurst,40.61100890202048,-73.99517998380736,Just Desserts,40.61482751604731,-73.9944765434007,Dessert Shop
Bensonhurst,40.61100890202048,-73.99517998380736,Avon,40.614803314208984,-73.99495697021484,Italian Restaurant
Bensonhurst,40.61100890202048,-73.99517998380736,Home Town Restaurant,40.614891052246094,-73.99488067626953,Chinese Restaurant
Bensonhurst,40.61100890202048,-73.99517998380736,Frateli's Pizzeria,40.61489340541966,-73.99420233173714,Pizza Place
Bensonhurst,40.61100890202048,-73.99517998380736,Bensonhurst Market,40.61249283965051,-73.99032881455878,Grocery Store
Bensonhurst,40.61100890202048,-73.99517998380736,Dunkin' / Baskin-Robbins,40.615105809320795,-73.99393539964376,Donut Shop
Bensonhurst,40.61100890202048,-73.99517998380736,A+ noodle House,40.61515426635742,-73.99459838867188,Chinese Restaurant
Bensonhurst,40.61100890202048,-73.99517998380736,Caffe Romeo,40.60973171462955,-73.98976639889126,Coffee Shop
Bensonhurst,40.61100890202048,-73.99517998380736,Ridgewood Savings Bank,40.6153435,-73.9942831,Bank
Bensonhurst,40.61100890202048,-73.99517998380736,Double Ben Cafe 大家楽,40.612388610839844,-74.00071716308594,Cha Chaan Teng
Boerum Hill,40.687241380657376,-73.98357724689187,Brooklyn Martial Arts,40.68839464,-73.98198209,Martial Arts School
Boerum Hill,40.687241380657376,-73.98357724689187,Tangerine Hot Power Yoga,40.68864820759415,-73.98504517156242,Yoga Studio
Boerum Hill,40.687241380657376,-73.98357724689187,Devoción,40.68866033578996,-73.98360984724239,Coffee Shop
Boerum Hill,40.687241380657376,-73.98357724689187,Brooklyn Fare,40.688481,-73.985304,Grocery Store
Boerum Hill,40.687241380657376,-73.98357724689187,Bedouin Tent,40.686936,-73.984469,Middle Eastern Restaurant
Boerum Hill,40.687241380657376,-73.98357724689187,Chelsea Piers Fitness - Brooklyn,40.6881279010681,-73.98328500304109,Gym / Fitness Center
Boerum Hill,40.687241380657376,-73.98357724689187,The Primary Essentials,40.687393793757415,-73.98597648624319,Furniture / Home Store
Boerum Hill,40.687241380657376,-73.98357724689187,Rucola,40.685659406438404,-73.98576926297605,Italian Restaurant
Boerum Hill,40.687241380657376,-73.98357724689187,Tres Belle Spa,40.68658389263722,-73.9850956616532,Spa
Boerum Hill,40.687241380657376,-73.98357724689187,Xifu Food,40.688027,-73.982088,Chinese Restaurant
Boerum Hill,40.687241380657376,-73.98357724689187,Robert,40.6865586581591,-73.98512781798433,Cocktail Bar
Boerum Hill,40.687241380657376,-73.98357724689187,Uni K Wax,40.6874925,-73.9805972,Spa
Boerum Hill,40.687241380657376,-73.98357724689187,Someday Bar,40.687259000000005,-73.98638100000001,Bar
Boerum Hill,40.687241380657376,-73.98357724689187,Kuun,40.68843210923719,-73.98303061723709,Korean Restaurant
Boerum Hill,40.687241380657376,-73.98357724689187,Ace Hotel Brooklyn,40.68798059792674,-73.98378565907478,Hotel
Boerum Hill,40.687241380657376,-73.98357724689187,Grand Army,40.688329391376335,-73.98661169070166,Seafood Restaurant
Boerum Hill,40.687241380657376,-73.98357724689187,Betty Bakery,40.6863845552732,-73.98335021420114,Bakery
Boerum Hill,40.687241380657376,-73.98357724689187,Rice & Miso,40.68463349074915,-73.9837684857605,Japanese Restaurant
Boerum Hill,40.687241380657376,-73.98357724689187,Mile End Delicatessen,40.687549,-73.987018,Sandwich Place
Boerum Hill,40.687241380657376,-73.98357724689187,Nevins Gourmet Deli,40.68612502498349,-73.98255708734048,Deli / Bodega
Boerum Hill,40.687241380657376,-73.98357724689187,Collier West,40.687345977951054,-73.98564011508115,Antique Shop
Boerum Hill,40.687241380657376,-73.98357724689187,Fast and Fresh Burrito Deli,40.6879834813561,-73.98693456299465,Burrito Place
Boerum Hill,40.687241380657376,-73.98357724689187,Charm Kao,40.689212,-73.98625,Thai Restaurant
Boerum Hill,40.687241380657376,-73.98357724689187,Mud Australia,40.68705,-73.985042,Furniture / Home Store
Boerum Hill,40.687241380657376,-73.98357724689187,Roulette,40.68551099973016,-73.9806505147831,Concert Hall
Boerum Hill,40.687241380657376,-73.98357724689187,Tony Luke's,40.68877569986841,-73.98081748903172,Sandwich Place
Boerum Hill,40.687241380657376,-73.98357724689187,Out of the Closet - Brooklyn,40.68596810343368,-73.98221885295287,Thrift / Vintage Store
Boerum Hill,40.687241380657376,-73.98357724689187,Hunting with Jake,40.68725537810348,-73.98568708496336,Furniture / Home Store
Boerum Hill,40.687241380657376,-73.98357724689187,Taiki,40.68450008198059,-73.98378319112615,Sushi Restaurant
Boerum Hill,40.687241380657376,-73.98357724689187,Coffee Project New York,40.687751,-73.979387,Coffee Shop
Boerum Hill,40.687241380657376,-73.98357724689187,Gumbo,40.685860999999996,-73.98138399999999,Kids Store
Boerum Hill,40.687241380657376,-73.98357724689187,BRIC House,40.68853878809058,-73.97947275337144,Performing Arts Venue
Boerum Hill,40.687241380657376,-73.98357724689187,Junior's Restaurant,40.69001145156075,-73.98173375415745,Diner
Boerum Hill,40.687241380657376,-73.98357724689187,Livingston Manor,40.689367385255586,-73.98598830953463,Cocktail Bar
Boerum Hill,40.687241380657376,-73.98357724689187,Bacchus Bistro & Wine Bar,40.686869616133784,-73.98446509590364,French Restaurant
Boerum Hill,40.687241380657376,-73.98357724689187,Erica Weiner Store,40.68737,-73.986517,Jewelry Store
Boerum Hill,40.687241380657376,-73.98357724689187,St. Gambrinus Beer Shoppe,40.68502864547226,-73.97987252574748,Bar
Boerum Hill,40.687241380657376,-73.98357724689187,Mark Morris Dance Center,40.686818409824916,-73.97889287240218,Dance Studio
Boerum Hill,40.687241380657376,-73.98357724689187,French Louie,40.68805616208543,-73.98815885880983,French Restaurant
Boerum Hill,40.687241380657376,-73.98357724689187,Twisted Lily,40.687619842754415,-73.98645750552345,Cosmetics Shop
Boerum Hill,40.687241380657376,-73.98357724689187,The Rockwell Place,40.68897889322856,-73.97940064213087,Bar
Boerum Hill,40.687241380657376,-73.98357724689187,Alamo Drafthouse Cinema,40.69101558292192,-73.98368571874677,Movie Theater
Boerum Hill,40.687241380657376,-73.98357724689187,GRDN,40.68734804584461,-73.98725396414103,Flower Shop
Boerum Hill,40.687241380657376,-73.98357724689187,Chase,40.68966901775651,-73.98324341827238,Bank
Boerum Hill,40.687241380657376,-73.98357724689187,Theatre for a New Audience,40.68730612178575,-73.97870421409607,Theater
Boerum Hill,40.687241380657376,-73.98357724689187,The Center For Fiction,40.68680506965685,-73.97866803743389,Bookstore
Boerum Hill,40.687241380657376,-73.98357724689187,Hungry Ghost,40.68985278051951,-73.98024666542231,Coffee Shop
Boerum Hill,40.687241380657376,-73.98357724689187,DeKalb Market Hall,40.69107603298046,-73.98282408714293,Food Court
